A1BG	chr19:58858174-58864865
CITED2	chr6:139693397-139695785
CITED4	chr1:41326729-41328018
CIZ1.2	chr9:130928345-130953868
CIZ1.3	chr9:130928345-130966662
CIZ1.4	chr9:130928345-130953868
CIZ1.5	chr9:130928345-130953868
CIZ1	chr9:130928345-130966662
CKAP2.2	chr13:53029495-53050763
CKAP2	chr13:53029495-53050763
CKAP2L	chr2:113495444-113522254
CKAP4	chr12:106631660-106641713
CKAP5.2	chr11:46765084-46867843
CKAP5	chr11:46765084-46867843
CKB	chr14:103985996-103989170
CKLF.2	chr16:66586472-66599970
CKLF.3	chr16:66586472-66599970
CKLF.4	chr16:66586472-66599970
CKLF.5	chr16:66586466-66600154
CKLF	chr16:66586472-66599970
CKM	chr19:45809672-45826134
CKMT1A	chr15:43985084-43991419
CKMT1B	chr15:43885252-43891603
CKMT2.2	chr5:80529139-80562216
CKMT2.3	chr5:80529139-80562216
CKMT2	chr5:80529139-80562216
CKS1B.2	chr1:154947118-154951724
CKS1B	chr1:154947118-154951724
CKS2	chr9:91926113-91931617
CLASP1.2	chr2:122095354-122407052
CLASP1.3	chr2:122095354-122407052
CLASP1	chr2:122095354-122407052
CLASP2	chr3:33537741-33759848
CLCA1	chr1:86934526-86965972
CLCA2	chr1:86889769-86922238
CLCA3P	chr1:87099959-87121058
CLCA4.2	chr1:87012759-87046430
CLCA4	chr1:87012759-87046430
CLCC1.2	chr1:109472130-109506111
CLCC1	chr1:109472130-109506111
CLC	chr19:40221896-40228668
CLCF1.2	chr11:67131641-67141648
CLCF1	chr11:67131641-67141206
CLCN1	chr7:143013219-143049097
CLCN2	chr3:184064340-184079391
CLCN3.2	chr4:170541722-170642156
CLCN3	chr4:170541722-170642156
CLCN4	chrX:10124985-10205697
CLCN5.2	chrX:49687225-49863892
CLCN5.3	chrX:49687225-49863892
CLCN5	chrX:49832215-49863892
CLCN6.2	chr1:11866207-11888273
CLCN6.3	chr1:11866207-11903200
CLCN6.4	chr1:11866207-11889358
CLCN6	chr1:11866207-11888273
CLCN7.2	chr16:1494935-1525085
CLCN7	chr16:1494935-1525085
CLCNKA.2	chr1:16348486-16360544
CLCNKA	chr1:16348486-16360544
CLCNKB.2	chr1:16370247-16383802
CLCNKB	chr1:16375284-16383802
CLDN10.2	chr13:96204947-96232010
CLDN10.3	chr13:96085853-96232010
CLDN10	chr13:96085853-96232010
CLDN11	chr3:170136653-170152478
CLDN12	chr7:90032796-90045266
CLDN14.2	chr21:37832920-37852388
CLDN14.3	chr21:37832920-37852388
CLDN14.4	chr21:37832920-37838725
CLDN14.5	chr21:37832920-37948867
CLDN14	chr21:37832920-37914898
CLDN15	chr7:100875374-100881116
CLDN16	chr3:190105841-190128332
CLDN17	chr21:31538263-31538935
CLDN18.2	chr3:137717658-137752494
CLDN18	chr3:137729006-137752494
CLDN19.2	chr1:43198764-43205925
CLDN19	chr1:43198764-43205925
CLDN1	chr3:190023503-190040215
CLDN20	chr6:155585147-155597679
CLDN22	chr4:184239220-184241927
CLDN23	chr8:8559666-8561616
CLDN25	chr11:113650518-113651207
CLDN2	chrX:106163634-106174091
CLDN3	chr7:73183328-73184600
CLDN4	chr7:73245193-73247014
CLDN5.2	chr22:19510547-19512860
CLDN5	chr22:19510547-19512860
CLDN6	chr16:3064714-3068188
CLDN7	chr17:7163223-7165795
CLDN8	chr21:31586330-31588318
CLDN9	chr16:3062457-3064506
CLDND1.2	chr3:98234318-98241910
CLDND1.3	chr3:98234318-98241910
CLDND1.4	chr3:98234318-98241910
CLDND1.5	chr3:98234318-98241910
CLDND1.6	chr3:98234318-98241910
CLDND1	chr3:98234318-98241910
CLDND2	chr19:51870352-51872257
CLEC10A.2	chr17:6977857-6983600
CLEC10A	chr17:6977857-6983600
CLEC11A	chr19:51226605-51228979
CLEC12A.2	chr12:10124008-10138192
CLEC12A	chr12:10124008-10138192
CLEC12B.2	chr12:10163231-10171399
CLEC12B	chr12:10163231-10170547
CLEC14A	chr14:38723319-38725574
CLEC16A	chr16:11038345-11276044
CLEC17A	chr19:14693896-14721951
CLEC18A.2	chr16:69984626-69997887
CLEC18A	chr16:69984810-69997887
CLEC18B	chr16:74442531-74455368
CLEC18C	chr16:70207928-70220796
CLEC1A	chr12:10223082-10251605
CLEC1B.2	chr12:10145664-10151899
CLEC1B	chr12:10145664-10151899
CLEC2A	chr12:10065826-10084980
CLEC2B	chr12:10004972-10022458
CLEC2D.2	chr12:9822309-9852039
CLEC2D	chr12:9822309-9852039
CLEC2L	chr7:139208674-139229730
CLEC3A	chr16:78056443-78065997
CLEC3B	chr3:45067759-45077562
CLEC4A.2	chr12:8276228-8291203
CLEC4A.3	chr12:8276228-8291203
CLEC4A.4	chr12:8276228-8291203
CLEC4A	chr12:8276228-8291203
CLEC4C.2	chr12:7882011-7902069
CLEC4C	chr12:7882011-7902069
CLEC4D	chr12:8666136-8674958
CLEC4E	chr12:8685901-8693558
CLEC4F	chr2:71035779-71047732
CLEC4G	chr19:7793844-7797057
CLEC4GP1	chr19:7852370-7855898
CLEC4M.10	chr19:7828035-7834490
CLEC4M.11	chr19:7828035-7834490
CLEC4M.12	chr19:7828035-7834490
CLEC4M.2	chr19:7828035-7834490
CLEC4M.3	chr19:7828035-7834490
CLEC4M.4	chr19:7828035-7834490
CLEC4M.5	chr19:7828035-7834490
CLEC4M.6	chr19:7828035-7834490
CLEC4M.7	chr19:7828035-7834490
CLEC4M.8	chr19:7828035-7834490
CLEC4M.9	chr19:7828035-7834490
CLEC4M	chr19:7828035-7834490
CLEC5A	chr7:141627157-141646783
CLEC6A	chr12:8608591-8630926
CLEC7A.2	chr12:10269376-10282868
CLEC7A.3	chr12:10279924-10282868
CLEC7A.4	chr12:10269376-10282868
CLEC7A.5	chr12:10269376-10282868
CLEC7A.6	chr12:10269376-10282868
CLEC7A	chr12:10269376-10282868
CLEC9A	chr12:10183276-10218564
CLECL1	chr12:9875092-9885860
CLGN.2	chr4:141309609-141348815
CLGN	chr4:141309609-141348815
CLIC1.5	chr6:31698360-31704341
CLIC2	chrX:154505502-154563986
CLIC3	chr9:139889060-139891024
CLIC4	chr1:25071760-25170815
CLIC5.2	chr6:45866190-45983597
CLIC5	chr6:45866190-46048085
CLIC6	chr21:36041688-36090519
CLINT1	chr5:157213297-157286168
CLIP1.2	chr12:122755981-122907116
CLIP1	chr12:122755981-122907116
CLIP2.2	chr7:73703805-73820272
CLIP2	chr7:73703805-73820272
CLIP3	chr19:36505563-36523775
CLIP4	chr2:29338308-29406678
CLK1.2	chr2:201717732-201729467
CLK1.3	chr2:201717732-201729467
CLK1.4	chr2:201717732-201729284
CLK1	chr2:201717732-201729467
CLK2	chr1:155232660-155243281
CLK2P	chr7:23624335-23626146
CLK3.2	chr15:74907335-74922541
CLK3	chr15:74900713-74922541
CLK4	chr5:178029665-178054054
CLLU1.2	chr12:92815307-92824778
CLLU1.3	chr12:92817735-92824730
CLLU1	chr12:92815307-92824778
CLLU1OS	chr12:92813870-92821924
CLMN	chr14:95648276-95786245
CLN3.2	chr16:28488601-28503403
CLN3	chr16:28488601-28503623
CLN5	chr13:77566059-77576651
CLN6	chr15:68499331-68522080
CLN8	chr8:1711870-1734735
CLNK	chr4:10491839-10686386
CLNS1A	chr11:77327197-77348851
CLOCK	chr4:56298660-56412997
CLP1.2	chr11:57425216-57429336
CLP1	chr11:57425216-57429336
CLPB	chr11:72003472-72145568
CLPP	chr19:6361463-6368915
CLPS	chr6:35762760-35765102
CLPTM1	chr19:45458638-45496598
CLPTM1L	chr5:1318007-1345002
CLPX	chr15:65442785-65477563
CLRN1.2	chr3:150644354-150690786
CLRN1	chr3:150643951-150662023
CLRN1OS	chr3:150690465-150797617
CLRN2	chr4:17516788-17528727
CLRN3	chr10:129676114-129691211
CLSPN	chr1:36201820-36235551
CLSTN1.2	chr1:9789080-9884550
CLSTN1	chr1:9789080-9884550
CLSTN2	chr3:139654027-140286917
CLSTN3	chr12:7282967-7311528
CLTA.2	chr9:36190892-36212055
CLTA.3	chr9:36190892-36212055
CLTA	chr9:36190892-36212055
CLTB.2	chr5:175819457-175843540
CLTB	chr5:175819457-175843540
CLTC	chr17:57697050-57774317
CLTCL1.2	chr22:19166989-19279239
CLTCL1	chr22:19166989-19279239
CLU.2	chr8:27454451-27468938
CLUAP1.2	chr16:3550963-3586583
CLUAP1	chr16:3559894-3587669
CLU	chr8:27454451-27472327
CLUL1.2	chr18:616700-650291
CLUL1	chr18:596998-650291
CLVS1	chr8:62200525-62414202
CLVS2	chr6:123317582-123385063
CLYBL	chr13:100258919-100549387
CMA1	chr14:24974712-24977471
CMAH.2	chr6:25081297-25138051
CMAH	chr6:25108202-25138620
CMAS	chr12:22199159-22218601
CMBL	chr5:10277708-10308168
CMC1	chr3:28283124-28361261
CMIP.2	chr16:81478775-81745365
CMIP	chr16:81528954-81745365
CMKLR1.2	chr12:108681822-108733094
CMKLR1.3	chr12:108681822-108733094
CMKLR1.4	chr12:108681822-108714439
CMKLR1	chr12:108681822-108733094
CMPK1.2	chr1:47799469-47844510
CMPK1	chr1:47799469-47844510
CMPK2	chr2:6988453-7005936
CMTM1.2	chr16:66600294-66613036
CMTM1.3	chr16:66600294-66613036
CMTM1.4	chr16:66600294-66613036
CMTM1.5	chr16:66600294-66613036
CMTM1.6	chr16:66600350-66613036
CMTM1.7	chr16:66600294-66613036
CMTM1.8	chr16:66600350-66613036
CMTM1	chr16:66600294-66613036
CMTM2	chr16:66613351-66622175
CMTM3.2	chr16:66638567-66647793
CMTM3.3	chr16:66638213-66647793
CMTM3.4	chr16:66638202-66647793
CMTM3	chr16:66638213-66647793
CMTM4.2	chr16:66648654-66730610
CMTM4	chr16:66648654-66730610
CMTM5.2	chr14:23846017-23848980
CMTM5	chr14:23846017-23848980
CMTM6	chr3:32522804-32544403
CMTM7.2	chr3:32433163-32496333
CMTM7	chr3:32433163-32496333
CMTM8	chr3:32280171-32411811
CMYA5	chr5:78985659-79096048
CN5H6.4	chr22:46691041-46692557
CNBD1	chr8:87878676-88394955
CNBP.2	chr3:128886659-128902810
CNBP.3	chr3:128886659-128902810
CNBP.4	chr3:128886659-128902810
CNBP.5	chr3:128886659-128902810
CNBP.6	chr3:128886659-128902810
CNBP	chr3:128886659-128902810
CNDP1	chr18:72201692-72252259
CNDP2.2	chr18:72166823-72190687
CNDP2	chr18:72163500-72190687
CNFN	chr19:42891174-42894444
CNGA1.2	chr4:47937996-48014961
CNGA1	chr4:47937996-47983550
CNGA2	chrX:150903218-150914036
CNGA3.2	chr2:98962618-99015057
CNGA3	chr2:98962618-99015057
CNGA4	chr11:6260330-6265707
CNGB1.2	chr16:57916244-58005020
CNGB1	chr16:57988580-58005020
CNGB3	chr8:87586162-87755901
CNIH2	chr11:66045696-66051683
CNIH3	chr1:224804179-224928249
CNIH4	chr1:224544595-224563691
CNIH	chr14:54893647-54908148
CNKSR1.2	chr1:26503981-26516373
CNKSR1	chr1:26503982-26516373
CNKSR2	chrX:21392980-21670779
CNKSR3	chr6:154726434-154831753
CNN1	chr19:11649579-11661138
CNN2.2	chr19:1026298-1039063
CNN2	chr19:1026298-1039063
CNN3	chr1:95362509-95392735
CNNM1	chr10:101088856-101154085
CNNM2.2	chr10:104678114-104838238
CNNM2.3	chr10:104678114-104838238
CNNM2	chr10:104678114-104687367
CNNM3.2	chr2:97481991-97501120
CNNM3	chr2:97481991-97501120
CNNM4	chr2:97426639-97477626
CNO	chr4:6717842-6719387
CNOT10	chr3:32726698-32815354
CNOT1.2	chr16:58577241-58663750
CNOT1	chr16:58553856-58663750
CNOT2	chr12:70636777-70748772
CNOT3	chr19:54641449-54659427
CNOT4.2	chr7:135072764-135194851
CNOT4	chr7:135046553-135194851
CNOT6	chr5:179921417-180005352
CNOT6L	chr4:78634542-78740544
CNOT7.2	chr8:17089022-17104387
CNOT7	chr8:17086740-17104387
CNOT8	chr5:154238198-154256351
CNP	chr17:40118759-40129754
CNPY1	chr7:155293953-155326539
CNPY2	chr12:56704217-56710120
CNPY3	chr6:42896860-42907007
CNPY4	chr7:99717265-99723126
CNR1.2	chr6:88849587-88875767
CNR1.3	chr6:88849587-88860882
CNR1.4	chr6:88849587-88875767
CNR1.5	chr6:88849587-88875767
CNR1.6	chr6:88849587-88875767
CNR1	chr6:88849587-88855056
CNR2	chr1:24200461-24239817
CNRIP1.2	chr2:68520144-68547183
CNRIP1	chr2:68511304-68547183
CNST.2	chr1:246729639-246831883
CNST	chr1:246729639-246811543
CNTD1	chr17:40950854-40963604
CNTD2	chr19:40728116-40732597
CNTF	chr11:58390146-58393203
CNTFR.2	chr9:34551431-34589722
CNTFR	chr9:34551431-34589722
CNTLN.2	chr9:17135038-17302048
CNTLN	chr9:17135038-17503915
CNTN1.2	chr12:41086358-41464094
CNTN1	chr12:41086358-41464094
CNTN2	chr1:205012340-205047136
CNTN3	chr3:74311722-74570343
CNTN4.2	chr3:3081308-3099644
CNTN4.3	chr3:2142247-3099644
CNTN4	chr3:2933921-3098039
CNTN5.2	chr11:98891871-100227472
CNTN5	chr11:98891871-100227472
CNTN6	chr3:1134629-1445277
CNTNAP1	chr17:40834632-40852010
CNTNAP2	chr7:145813453-148118086
CNTNAP3	chr9:39072766-39288300
CNTNAP4.2	chr16:76343735-76593135
CNTNAP4	chr16:76311176-76593135
CNTNAP5	chr2:124782864-125672861
CNTROB.2	chr17:7835473-7852895
CNTROB	chr17:7835473-7852895
COASY.2	chr17:40714092-40718294
COASY.3	chr17:40714092-40718294
COASY.4	chr17:40714092-40718294
COASY.5	chr17:40714092-40718294
COASY	chr17:40714092-40718294
COBL	chr7:51083910-51384515
COBLL1	chr2:165541260-165697928
COBRA1	chr9:140149759-140167999
COCH.2	chr14:31343741-31359822
COCH	chr14:31343741-31359822
COG1	chr17:71189173-71204643
COG2.2	chr1:230778202-230829730
COG2	chr1:230778202-230829730
COG3	chr13:46039071-46110759
COG4	chr16:70514473-70557457
COG5.2	chr7:106842189-107204959
COG5.3	chr7:106848298-107204959
COG5	chr7:106842189-107204959
COG6.2	chr13:40229764-40326765
COG6.3	chr13:40229764-40365802
COG6	chr13:40229764-40326765
COG7	chr16:23399816-23464503
COG8	chr16:69362524-69373526
COIL	chr17:55015563-55038411
COL10A1	chr6:116440086-116447296
COL11A1.2	chr1:103342024-103574052
COL11A1.3	chr1:103342024-103574052
COL11A1.4	chr1:103342024-103574052
COL11A1	chr1:103342024-103574052
COL11A2.17	chr6:33130469-33160245
COL11A2.18	chr6:33130469-33160245
COL11A2.20	chr6:33130469-33160245
COL11A2.22	chr6:33154224-33160245
COL12A1.2	chr6:75794043-75915623
COL12A1	chr6:75794043-75915623
COL13A1.10	chr10:71561644-71718903
COL13A1.11	chr10:71561644-71718903
COL13A1.12	chr10:71561644-71718903
COL13A1.13	chr10:71561644-71718903
COL13A1.14	chr10:71561644-71718903
COL13A1.15	chr10:71561644-71718903
COL13A1.16	chr10:71561644-71718903
COL13A1.17	chr10:71561644-71718903
COL13A1.18	chr10:71561644-71718903
COL13A1.19	chr10:71561644-71718903
COL13A1.20	chr10:71561644-71718903
COL13A1.2	chr10:71561644-71718903
COL13A1.3	chr10:71561644-71718903
COL13A1.4	chr10:71561644-71718903
COL13A1.5	chr10:71561644-71718903
COL13A1.6	chr10:71561644-71718903
COL13A1.7	chr10:71561644-71718903
COL13A1.8	chr10:71561644-71718903
COL13A1.9	chr10:71561644-71718903
COL13A1	chr10:71561644-71718903
COL14A1	chr8:121137352-121384266
COL15A1	chr9:101706138-101833068
COL16A1	chr1:32117848-32169768
COL17A1	chr10:105791048-105845638
COL18A1.2	chr21:46875424-46933633
COL18A1.3	chr21:46875424-46933633
COL18A1	chr21:46825097-46933633
COL19A1	chr6:70576448-70922157
COL1A1	chr17:48261459-48279000
COL1A2	chr7:94023873-94060544
COL20A1	chr20:61924538-61962284
COL21A1	chr6:55921389-56112378
COL22A1	chr8:139600479-139926236
COL23A1	chr5:177664617-178017556
COL24A1	chr1:86194918-86622121
COL25A1.2	chr4:109745041-110223799
COL25A1	chr4:109734972-110223799
COL27A1	chr9:116918231-117072974
COL28A1	chr7:7398244-7575460
COL29A1.2	chr3:130064359-130203688
COL29A1	chr3:130064359-130203688
COL2A1.2	chr12:48366749-48398285
COL2A1	chr12:48366749-48398285
COL3A1	chr2:189839099-189877472
COL4A1	chr13:110801311-110959496
COL4A2	chr13:110959631-111165371
COL4A3.2	chr2:228029281-228179507
COL4A3.3	chr2:228029281-228179507
COL4A3.4	chr2:228029281-228179507
COL4A3BP.2	chr5:74666929-74807454
COL4A3BP.3	chr5:74666929-74807806
COL4A3BP	chr5:74666929-74807454
COL4A3	chr2:228029281-228179507
COL4A4	chr2:227867435-228029275
COL4A5.2	chrX:107683154-107940775
COL4A5.3	chrX:107683154-107940775
COL4A5	chrX:107683154-107940775
COL4A6.2	chrX:107398838-107681658
COL4A6	chrX:107398838-107682704
COL5A1	chr9:137533652-137736686
COL5A2	chr2:189896642-190044605
COL5A3	chr19:10070237-10121147
COL6A1	chr21:47401663-47424963
COL6A2.2	chr21:47518033-47549719
COL6A2.3	chr21:47518033-47549719
COL6A2	chr21:47518033-47552763
COL6A3.2	chr2:238232655-238322850
COL6A3.3	chr2:238232655-238322850
COL6A3.4	chr2:238280261-238322850
COL6A3.5	chr2:238280261-238322850
COL6A3	chr2:238232655-238322850
COL6A4P2	chr3:129931663-129992648
COL6A6	chr3:130279178-130395887
COL7A1	chr3:48601506-48632593
COL8A1.2	chr3:99357454-99515158
COL8A1	chr3:99357454-99515158
COL8A2	chr1:36560846-36565850
COL9A1.2	chr6:70925744-70992911
COL9A1	chr6:70925744-71012786
COL9A2	chr1:40766163-40782939
COL9A3	chr20:61448414-61472510
COLEC10	chr8:120079424-120119195
COLEC11.2	chr2:3642637-3692045
COLEC11	chr2:3642637-3692045
COLEC12	chr18:319356-500729
COLQ.2	chr3:15491641-15540379
COLQ.3	chr3:15491641-15563258
COLQ	chr3:15491641-15563258
COMMD10	chr5:115420727-115628978
COMMD1	chr2:62132803-62363204
COMMD2	chr3:149458532-149470278
COMMD3	chr10:22605299-22609236
COMMD4	chr15:75628374-75632612
COMMD5.2	chr8:146075552-146078452
COMMD5.3	chr8:146075552-146078451
COMMD5	chr8:146075552-146078932
COMMD6.2	chr13:76099350-76111991
COMMD6	chr13:76099350-76111991
COMMD7.2	chr20:31290494-31331814
COMMD7	chr20:31290494-31331814
COMMD8	chr4:47452815-47465676
COMMD9.2	chr11:36293843-36310999
COMMD9	chr11:36293843-36310999
COMP	chr19:18893584-18902114
COMT.2	chr22:19929263-19957496
COMT.3	chr22:19939045-19957496
COMT.4	chr22:19950070-19957496
COMT	chr22:19938460-19957496
COMTD1	chr10:76993730-76995770
COPA.2	chr1:160258378-160313354
COPA	chr1:160258378-160313354
COPB1.2	chr11:14479049-14521415
COPB1.3	chr11:14479049-14521404
COPB1	chr11:14479049-14521441
COPB2.2	chr3:139076435-139108522
COPB2	chr3:139076435-139108522
COPE.2	chr19:19010324-19030199
COPE.3	chr19:19010324-19030199
COPE	chr19:19010324-19030199
COPG2	chr7:130146080-130353598
COPG	chr3:128968453-128996614
COPS2.2	chr15:49417473-49447854
COPS2	chr15:49417473-49447854
COPS3	chr17:17150141-17184591
COPS4	chr4:83956239-83996970
COPS5	chr8:67955318-67974562
COPS6	chr7:99686583-99689820
COPS7A.2	chr12:6833449-6841039
COPS7A.3	chr12:6833150-6841039
COPS7A.4	chr12:6833245-6841039
COPS7A	chr12:6833180-6841039
COPS7B	chr2:232651162-232673434
COPS8.2	chr2:237994084-238007487
COPS8	chr2:237994084-238007487
COPZ1	chr12:54718911-54745633
COPZ2	chr17:46103535-46115152
COQ10A.2	chr12:56660642-56664748
COQ10A	chr12:56661067-56664748
COQ10B	chr2:198318231-198339851
COQ2	chr4:84184979-84206067
COQ3	chr6:99817349-99842082
COQ4	chr9:131084791-131096349
COQ5	chr12:120941083-120966964
COQ6.2	chr14:74416956-74429811
COQ6	chr14:74416643-74429811
COQ7	chr16:19078927-19091350
COQ9	chr16:57481402-57495178
CORIN	chr4:47596020-47840059
CORO1A	chr16:30194926-30200396
CORO1B.2	chr11:67205518-67210983
CORO1B	chr11:67205518-67211263
CORO1C	chr12:109038889-109125295
CORO2A.2	chr9:100883258-100954956
CORO2A	chr9:100883258-100935174
CORO2B	chr15:68871573-69020142
CORO6	chr17:27941774-27948441
CORO7	chr16:4404544-4466639
CORT	chr1:10509971-10511957
COTL1	chr16:84599206-84651669
COX10	chr17:13972719-14111992
COX11.2	chr17:53029259-53046064
COX11.3	chr17:53038568-53046064
COX11.4	chr17:53038568-53046064
COX11.5	chr17:53038568-53046064
COX11	chr17:53029259-53046064
COX15.2	chr10:101468507-101492423
COX15	chr10:101468507-101492423
COX16	chr14:70791799-70826444
COX17	chr3:119388372-119396243
COX18	chr4:73920416-73935472
COX19	chr7:1004486-1015235
COX4I1	chr16:85833196-85840605
COX4I2	chr20:30225691-30232800
COX4NB.2	chr16:85812233-85833148
COX4NB	chr16:85812233-85833148
COX5A	chr15:75212619-75230495
COX5B	chr2:98262521-98264656
COX6A1	chr12:120875904-120878529
COX6A2	chr16:31439055-31439721
COX6B1	chr19:36139155-36149683
COX6B2	chr19:55861076-55866182
COX6C	chr8:100890372-100905895
COX7A1	chr19:36641824-36643771
COX7A2.2	chr6:75947393-75953644
COX7A2	chr6:75947393-75953644
COX7A2L	chr2:42577647-42588356
COX7B2	chr4:46736849-46911252
COX7B	chrX:77154961-77160881
COX7C	chr5:85913784-85916581
COX8A	chr11:63742079-63744014
COX8C	chr14:93813537-93814700
CP110	chr16:19535179-19564726
CPA1	chr7:130020290-130027948
CPA2	chr7:129906703-129929635
CPA3	chr3:148583043-148614870
CPA4.2	chr7:129932974-129964019
CPA4	chr7:129932974-129964019
CPA5.2	chr7:129984630-130008571
CPA5.3	chr7:129984630-130008569
CPA5	chr7:129984630-130008571
CPA6.2	chr8:68334406-68658620
CPA6	chr8:68334406-68658620
CPAMD8	chr19:17003763-17137625
CPB1	chr3:148545588-148577970
CPB2.2	chr13:46627323-46679211
CPB2	chr13:46627323-46679211
CP	chr3:148890292-148939832
CPD	chr17:28705984-28795699
CPEB1.2	chr15:83211952-83240573
CPEB1.3	chr15:83211952-83316728
CPEB1.4	chr15:83211952-83240573
CPEB1	chr15:83211952-83240573
CPEB2.2	chr4:15005522-15071774
CPEB2	chr4:15005522-15071774
CPEB3	chr10:93808399-94050844
CPEB4	chr5:173315331-173387312
CPE	chr4:166300097-166419481
CPLX1	chr4:778746-819945
CPLX2.2	chr5:175298501-175311023
CPLX2	chr5:175223610-175311023
CPLX3	chr15:75118951-75124136
CPLX4	chr18:56962638-56985881
CPM.2	chr12:69244958-69357020
CPM.3	chr12:69244958-69326979
CPM	chr12:69244958-69326979
CPN1	chr10:101802065-101841642
CPN2	chr3:194060495-194072057
CPNE1.2	chr20:34213968-34252848
CPNE1.3	chr20:34213968-34252848
CPNE1.4	chr20:34213968-34252848
CPNE1.5	chr20:34213968-34252848
CPNE1.6	chr20:34213968-34252848
CPNE1.7	chr20:34213968-34252848
CPNE1.8	chr20:34213968-34252848
CPNE1	chr20:34213968-34241831
CPNE2	chr16:57126510-57181876
CPNE3	chr8:87526656-87573726
CPNE4	chr3:131253584-131753844
CPNE5	chr6:36708555-36807220
CPNE6	chr14:24540756-24547295
CPNE7.2	chr16:89642176-89663653
CPNE7	chr16:89642176-89663653
CPNE8	chr12:39046002-39299420
CPNE9	chr3:9745510-9771591
CPO	chr2:207804278-207834198
CPOX	chr3:98298292-98312455
CPPED1.2	chr16:12753657-12897744
CPPED1	chr16:12753657-12897744
CPS1.2	chr2:211458090-211543829
CPS1.3	chr2:211342409-211543829
CPS1	chr2:211421326-211543829
CPSF1	chr8:145618447-145634733
CPSF2	chr14:92588329-92630543
CPSF3	chr2:9563868-9613227
CPSF3L	chr1:1246965-1260046
CPSF4.2	chr7:99036563-99054994
CPSF4	chr7:99036563-99054994
CPSF4L	chr17:71244588-71258019
CPSF6	chr12:69633317-69668137
CPSF7.2	chr11:61170121-61197464
CPSF7.3	chr11:61170121-61197383
CPSF7	chr11:61170121-61197464
CPT1A.2	chr11:68522091-68609399
CPT1A	chr11:68522353-68609399
CPT1B.2	chr22:51007291-51017096
CPT1B.3	chr22:51007291-51016878
CPT1B.4	chr22:51007291-51016506
CPT1B.5	chr22:51007291-51016878
CPT1B.6	chr22:51007291-51017096
CPT1B.7	chr22:51007291-51017096
CPT1B	chr22:51007291-51017096
CPT1C.2	chr19:50194401-50216988
CPT1C	chr19:50194407-50216988
CPT2	chr1:53662101-53679867
CPVL.2	chr7:29035249-29186153
CPVL	chr7:29035249-29186153
CPXCR1	chrX:88002226-88009783
CPXM1	chr20:2774716-2781282
CPXM2	chr10:125505152-125651500
CPZ.2	chr4:8594435-8621486
CPZ.3	chr4:8594435-8621486
CPZ	chr4:8594435-8621486
CR1.2	chr1:207669473-207815109
CR1	chr1:207669473-207815109
CR1L	chr1:207818458-207897034
CR2.2	chr1:207627645-207663238
CR2	chr1:207627645-207663238
CRABP1	chr15:78632666-78640572
CRABP2	chr1:156669410-156675375
CRADD	chr12:94071151-94244529
CRAMP1L	chr16:1664641-1727907
CRAT.2	chr9:131857075-131873070
CRAT	chr9:131857075-131873070
CRB1	chr1:197237408-197447584
CRB2	chr9:126118448-126141032
CRB3.2	chr19:6464260-6467228
CRB3	chr19:6464260-6467228
CRBN	chr3:3191698-3221390
